contract_id,supplier_id,contract_value_million,contract_type,award_date,expected_duration_months,status,supplier_name,past_contracts,average_delay_days,compliance_issues,delay_days,contract_age_days,contract_age_months,value_per_month,normalized_delay,normalized_compliance,risk_score,risk_level
CTR00743,SUP0215,2.19,Production,2024-01-24,18,delayed,Hurst-Mitchell,42,85,3,147,496,16,0.12166666666666666,0.5892857142857143,0.75,0.6535714285714287,Medium
CTR00759,SUP0185,0.83,Production,2024-01-24,57,delayed,Glover Group,43,141,0,92,496,16,0.01456140350877193,0.34375,0.0,0.20625,Low
CTR00760,SUP0416,1.49,Sustainment,2025-04-26,45,delayed,"Booth, Lewis and Smith",42,53,0,30,38,1,0.03311111111111111,0.06696428571428571,0.0,0.040178571428571425,Low
CTR00797,SUP0136,4.52,Sustainment,2024-07-23,12,delayed,"Swanson, Compton and Smith",48,85,4,29,315,10,0.37666666666666665,0.0625,1.0,0.4375,Medium
CTR00808,SUP0317,0.62,Tech Services,2024-07-04,10,delayed,Rodriguez-Powell,48,22,1,232,334,11,0.062,0.96875,0.25,0.6812499999999999,Medium
CTR00811,SUP0064,1.41,Sustainment,2024-05-09,17,delayed,Mclean-Harmon,24,175,1,79,390,13,0.08294117647058823,0.2857142857142857,0.25,0.2714285714285714,Low
CTR00820,SUP0425,0.67,R&D,2021-04-09,14,delayed,Sanchez-Patrick,8,143,4,34,1516,50,0.04785714285714286,0.08482142857142858,1.0,0.45089285714285715,Medium
CTR00822,SUP0141,1.88,Tech Services,2024-06-17,9,delayed,Bridges Group,33,190,2,133,351,11,0.20888888888888887,0.5267857142857143,0.5,0.5160714285714285,Medium
CTR00823,SUP0309,6.55,Tech Services,2024-01-23,26,delayed,"Lee, Phillips and Delgado",3,3,4,212,497,16,0.2519230769230769,0.8794642857142857,1.0,0.9276785714285715,High
CTR00826,SUP0208,5.11,Production,2022-12-23,45,delayed,Camacho LLC,49,99,1,126,893,29,0.11355555555555556,0.4955357142857143,0.25,0.3973214285714286,Medium
CTR00844,SUP0259,5.24,R&D,2025-01-13,17,delayed,Alvarez-Kennedy,39,114,4,114,141,4,0.30823529411764705,0.4419642857142857,1.0,0.6651785714285714,Medium
CTR00847,SUP0432,3.5,Tech Services,2021-01-12,25,delayed,Strickland-Porter,42,46,2,20,1603,53,0.14,0.022321428571428572,0.5,0.21339285714285716,Low
CTR00863,SUP0075,0.03,R&D,2021-01-18,34,delayed,Snyder Ltd,37,169,4,45,1597,53,0.0008823529411764705,0.13392857142857142,1.0,0.48035714285714287,Medium
CTR00865,SUP0234,3.2,R&D,2020-08-27,53,delayed,Estrada PLC,34,57,4,80,1741,58,0.06037735849056604,0.29017857142857145,1.0,0.5741071428571429,Medium
CTR00870,SUP0013,2.04,Production,2024-10-10,54,delayed,"Baker, Phillips and Mason",6,24,0,42,236,7,0.03777777777777778,0.12053571428571429,0.0,0.07232142857142856,Low
CTR00886,SUP0446,2.07,Tech Services,2023-02-06,14,delayed,"Weeks, Ryan and Serrano",2,51,1,222,848,28,0.14785714285714285,0.9241071428571429,0.25,0.6544642857142857,Medium
CTR00903,SUP0299,2.29,Production,2021-03-13,35,delayed,"Sanchez, Houston and Harrison",2,9,0,72,1543,51,0.06542857142857143,0.2544642857142857,0.0,0.1526785714285714,Low
CTR00904,SUP0421,4.05,R&D,2021-11-25,9,delayed,Graham Group,7,137,0,189,1286,42,0.44999999999999996,0.7767857142857143,0.0,0.4660714285714286,Medium
CTR00916,SUP0019,9.84,Sustainment,2024-10-09,14,delayed,Kennedy-Robinson,9,98,3,178,237,7,0.7028571428571428,0.7276785714285714,0.75,0.7366071428571428,High
CTR00917,SUP0383,4.62,Production,2020-12-03,25,delayed,Oliver and Sons,16,196,1,143,1643,54,0.1848,0.5714285714285714,0.25,0.44285714285714284,Medium
CTR00922,SUP0441,0.94,Tech Services,2022-09-18,8,delayed,Nelson-Ramirez,24,84,1,53,989,32,0.1175,0.16964285714285715,0.25,0.2017857142857143,Low
CTR00924,SUP0432,1.03,Sustainment,2024-04-23,41,delayed,Strickland-Porter,42,46,2,229,406,13,0.025121951219512197,0.9553571428571429,0.5,0.7732142857142856,High
CTR00927,SUP0146,1.64,Production,2020-06-28,22,delayed,"Lewis, Buckley and Gonzales",26,83,4,232,1801,60,0.07454545454545454,0.96875,1.0,0.98125,High
CTR00928,SUP0479,0.06,Tech Services,2023-03-26,28,delayed,"Bell, Jones and Black",9,54,1,217,800,26,0.002142857142857143,0.9017857142857143,0.25,0.6410714285714285,Medium
CTR00934,SUP0288,5.56,R&D,2023-11-14,52,delayed,"Williams, Moore and Massey",20,176,4,120,567,18,0.10692307692307691,0.46875,1.0,0.68125,Medium
CTR00935,SUP0162,8.78,R&D,2022-02-15,8,delayed,Hicks-Phillips,7,191,4,15,1204,40,1.0975,0.0,1.0,0.4,Medium
CTR00952,SUP0288,5.07,Production,2022-08-11,8,delayed,"Williams, Moore and Massey",20,176,4,102,1027,34,0.63375,0.38839285714285715,1.0,0.6330357142857144,Medium
CTR00960,SUP0153,1.23,R&D,2022-04-06,15,delayed,Jackson and Sons,24,189,3,216,1154,38,0.082,0.8973214285714286,0.75,0.8383928571428572,High
CTR00963,SUP0293,3.48,Tech Services,2024-04-19,30,delayed,"Santiago, Douglas and Jordan",43,89,4,156,410,13,0.116,0.6294642857142857,1.0,0.7776785714285714,High
CTR00965,SUP0256,2.9,R&D,2023-04-06,20,delayed,Thompson Group,6,33,2,220,789,26,0.145,0.9151785714285714,0.5,0.7491071428571427,High
CTR00985,SUP0275,0.99,Tech Services,2021-09-16,51,delayed,Proctor-Hunt,24,16,4,164,1356,45,0.019411764705882354,0.6651785714285714,1.0,0.7991071428571428,High
CTR00994,SUP0398,7.95,Tech Services,2024-04-20,39,delayed,"Norton, Morris and Edwards",40,66,3,169,409,13,0.20384615384615384,0.6875,0.75,0.7125,High
CTR00997,SUP0182,3.72,Tech Services,2020-07-22,30,delayed,Palmer Ltd,44,159,1,198,1777,59,0.12400000000000001,0.8169642857142857,0.25,0.5901785714285714,Medium
CTR01001,SUP0038,0.76,Sustainment,2024-04-28,24,delayed,"Young, Wilson and Montgomery",44,20,4,181,401,13,0.03166666666666667,0.7410714285714286,1.0,0.8446428571428573,High
CTR01004,SUP0094,2.59,Tech Services,2024-09-30,47,delayed,"Young, Choi and Rivera",26,151,4,193,246,8,0.0551063829787234,0.7946428571428571,1.0,0.8767857142857143,High
CTR01033,SUP0112,5.53,R&D,2021-11-13,6,delayed,Williams Group,36,127,1,85,1298,43,0.9216666666666667,0.3125,0.25,0.2875,Low
CTR01038,SUP0033,5.14,R&D,2022-06-21,56,delayed,Boyle-Shepherd,40,161,1,209,1078,35,0.09178571428571428,0.8660714285714286,0.25,0.6196428571428572,Medium
CTR01048,SUP0295,1.93,R&D,2024-12-15,21,delayed,Shepard PLC,49,99,2,205,170,5,0.0919047619047619,0.8482142857142857,0.5,0.7089285714285714,High
CTR01049,SUP0374,0.58,Production,2022-08-09,15,delayed,"Shah, Watson and Smith",3,186,4,125,1029,34,0.03866666666666666,0.49107142857142855,1.0,0.6946428571428571,Medium
CTR01050,SUP0178,0.94,Sustainment,2020-10-22,50,delayed,Koch Ltd,48,191,3,147,1685,56,0.018799999999999997,0.5892857142857143,0.75,0.6535714285714287,Medium
CTR01052,SUP0148,2.24,R&D,2022-07-03,40,delayed,"Anderson, Garcia and Cowan",18,175,3,92,1066,35,0.05600000000000001,0.34375,0.75,0.5062500000000001,Medium
CTR01056,SUP0126,0.92,Sustainment,2022-09-22,58,delayed,"Dickson, Henry and Smith",39,46,2,203,985,32,0.015862068965517243,0.8392857142857143,0.5,0.7035714285714285,High
CTR01057,SUP0265,0.81,R&D,2024-06-15,57,delayed,Griffin Ltd,17,32,2,114,353,11,0.014210526315789474,0.4419642857142857,0.5,0.46517857142857144,Medium
CTR01063,SUP0309,1.12,Tech Services,2023-11-26,43,delayed,"Lee, Phillips and Delgado",3,3,4,21,555,18,0.026046511627906978,0.026785714285714284,1.0,0.4160714285714286,Medium
CTR01064,SUP0191,3.18,Production,2023-09-24,34,delayed,"Luna, Lee and Walker",15,12,0,64,618,20,0.09352941176470589,0.21875,0.0,0.13125,Low
CTR01072,SUP0436,3.24,Production,2024-03-05,31,delayed,Daniels Group,22,187,2,238,455,15,0.10451612903225807,0.9955357142857143,0.5,0.7973214285714285,High
CTR01076,SUP0097,1.08,Tech Services,2022-02-21,7,delayed,Kirk Ltd,24,61,1,86,1198,39,0.1542857142857143,0.3169642857142857,0.25,0.2901785714285714,Low
CTR01087,SUP0244,3.58,Sustainment,2022-06-27,42,delayed,"Robertson, Hopkins and Bush",40,53,1,88,1072,35,0.08523809523809524,0.32589285714285715,0.25,0.2955357142857143,Low
CTR01110,SUP0162,1.25,Sustainment,2024-03-20,45,delayed,Hicks-Phillips,7,191,4,116,440,14,0.027777777777777776,0.45089285714285715,1.0,0.6705357142857142,Medium
CTR01114,SUP0374,0.45,Production,2023-11-20,33,delayed,"Shah, Watson and Smith",3,186,4,108,561,18,0.013636363636363637,0.41517857142857145,1.0,0.6491071428571429,Medium
CTR01117,SUP0426,4.68,R&D,2021-01-04,22,delayed,"Franklin, Webster and Mcdonald",39,171,0,83,1611,53,0.2127272727272727,0.30357142857142855,0.0,0.18214285714285713,Low
CTR01130,SUP0259,0.9,R&D,2021-10-17,27,delayed,Alvarez-Kennedy,39,114,4,207,1325,44,0.03333333333333333,0.8571428571428571,1.0,0.9142857142857143,High
CTR01132,SUP0116,1.68,R&D,2024-04-27,38,delayed,Conway Ltd,11,83,0,199,402,13,0.04421052631578947,0.8214285714285714,0.0,0.4928571428571428,Medium
CTR01133,SUP0078,1.49,Tech Services,2021-04-24,27,delayed,Chen Inc,21,48,0,76,1501,50,0.055185185185185184,0.27232142857142855,0.0,0.16339285714285712,Low
CTR01139,SUP0216,7.23,Production,2020-10-15,27,delayed,"Williams, Brooks and Terry",5,178,0,34,1692,56,0.2677777777777778,0.08482142857142858,0.0,0.05089285714285714,Low
CTR01144,SUP0476,1.74,R&D,2020-08-05,39,delayed,Harper Group,3,75,3,168,1763,58,0.04461538461538461,0.6830357142857143,0.75,0.7098214285714286,High
CTR01156,SUP0254,0.08,Sustainment,2024-11-10,33,delayed,Kennedy-Perez,2,118,4,212,205,6,0.0024242424242424242,0.8794642857142857,1.0,0.9276785714285715,High
CTR01163,SUP0400,2.28,Sustainment,2024-12-02,26,delayed,Miller Inc,28,15,1,121,183,6,0.08769230769230768,0.4732142857142857,0.25,0.3839285714285714,Medium
CTR01166,SUP0141,0.52,Tech Services,2024-10-11,49,delayed,Bridges Group,33,190,2,139,235,7,0.010612244897959184,0.5535714285714286,0.5,0.5321428571428571,Medium
CTR01167,SUP0017,8.0,R&D,2023-11-21,38,delayed,"Gutierrez, Stark and Garrison",44,14,4,59,560,18,0.21052631578947367,0.19642857142857142,1.0,0.5178571428571429,Medium
CTR01168,SUP0063,6.19,Production,2024-03-29,35,delayed,Brown-Howell,20,89,0,25,431,14,0.17685714285714288,0.044642857142857144,0.0,0.026785714285714284,Low
CTR01172,SUP0054,3.84,Production,2021-05-31,56,delayed,Peterson PLC,25,188,1,214,1464,48,0.06857142857142857,0.8883928571428571,0.25,0.6330357142857143,Medium
CTR01176,SUP0211,0.93,Sustainment,2024-12-20,29,delayed,Jackson Inc,11,128,3,216,165,5,0.03206896551724138,0.8973214285714286,0.75,0.8383928571428572,High
CTR01179,SUP0323,0.46,R&D,2023-05-31,32,delayed,Hardy Group,33,89,0,102,734,24,0.014375,0.38839285714285715,0.0,0.2330357142857143,Low
CTR01190,SUP0244,2.91,Sustainment,2022-08-22,48,delayed,"Robertson, Hopkins and Bush",40,53,1,126,1016,33,0.060625000000000005,0.4955357142857143,0.25,0.3973214285714286,Medium
CTR01197,SUP0231,1.97,Sustainment,2020-05-12,28,delayed,Smith Inc,20,23,3,217,1848,61,0.07035714285714285,0.9017857142857143,0.75,0.8410714285714286,High
CTR01199,SUP0163,0.27,R&D,2021-05-19,20,delayed,Cameron LLC,4,57,2,112,1476,49,0.013500000000000002,0.4330357142857143,0.5,0.4598214285714286,Medium
CTR01202,SUP0379,0.69,Sustainment,2024-05-23,17,delayed,Vasquez Inc,18,127,3,19,376,12,0.04058823529411765,0.017857142857142856,0.75,0.3107142857142858,Medium
CTR01205,SUP0202,3.51,Sustainment,2022-12-05,8,delayed,Wallace and Sons,10,31,0,205,911,30,0.43875,0.8482142857142857,0.0,0.5089285714285714,Medium
CTR01208,SUP0461,0.87,Sustainment,2021-09-14,52,delayed,Murphy LLC,41,194,0,43,1358,45,0.01673076923076923,0.125,0.0,0.075,Low
CTR01216,SUP0288,1.53,Sustainment,2021-07-16,33,delayed,"Williams, Moore and Massey",20,176,4,62,1418,47,0.046363636363636364,0.20982142857142858,1.0,0.5258928571428572,Medium
CTR01222,SUP0193,1.0,Sustainment,2020-10-24,43,delayed,Pena-Brown,49,179,0,30,1683,56,0.023255813953488372,0.06696428571428571,0.0,0.040178571428571425,Low
CTR01229,SUP0063,3.38,Tech Services,2020-08-31,26,delayed,Brown-Howell,20,89,0,86,1737,57,0.13,0.3169642857142857,0.0,0.19017857142857142,Low
CTR01232,SUP0136,3.47,Production,2025-02-15,36,delayed,"Swanson, Compton and Smith",48,85,4,43,108,3,0.0963888888888889,0.125,1.0,0.47500000000000003,Medium
CTR01235,SUP0485,0.15,Production,2021-09-22,48,delayed,Ortega Inc,17,159,3,194,1350,45,0.0031249999999999997,0.7991071428571429,0.75,0.7794642857142857,High
CTR01236,SUP0297,1.62,Sustainment,2022-08-16,27,delayed,Nguyen-Reyes,18,157,0,60,1022,34,0.060000000000000005,0.20089285714285715,0.0,0.12053571428571429,Low
CTR01238,SUP0297,3.64,Tech Services,2022-10-24,6,delayed,Nguyen-Reyes,18,157,0,167,953,31,0.6066666666666667,0.6785714285714286,0.0,0.40714285714285714,Medium
CTR01246,SUP0398,5.83,Production,2025-03-25,26,delayed,"Norton, Morris and Edwards",40,66,3,209,70,2,0.22423076923076923,0.8660714285714286,0.75,0.8196428571428572,High
CTR01259,SUP0128,1.02,Tech Services,2023-12-25,45,delayed,Roberts-Ramos,28,185,3,48,526,17,0.02266666666666667,0.14732142857142858,0.75,0.3883928571428572,Medium
CTR01262,SUP0319,2.39,Sustainment,2025-02-07,47,delayed,"Gross, Stark and Reid",40,32,1,174,116,3,0.050851063829787234,0.7098214285714286,0.25,0.5258928571428572,Medium
CTR01269,SUP0230,0.39,R&D,2020-10-05,34,delayed,Morales-Orr,29,67,2,43,1702,56,0.011470588235294118,0.125,0.5,0.275,Low
CTR01270,SUP0500,15.56,Production,2024-04-09,24,delayed,Johnson-Day,27,27,0,23,420,14,0.6483333333333333,0.03571428571428571,0.0,0.021428571428571425,Low
CTR01283,SUP0485,12.36,R&D,2024-10-20,22,delayed,Ortega Inc,17,159,3,149,226,7,0.5618181818181818,0.5982142857142857,0.75,0.6589285714285715,Medium
CTR01297,SUP0416,13.05,R&D,2022-06-25,24,delayed,"Booth, Lewis and Smith",42,53,0,83,1074,35,0.5437500000000001,0.30357142857142855,0.0,0.18214285714285713,Low
CTR01316,SUP0059,0.41,Sustainment,2022-02-24,50,delayed,Clark Group,35,7,0,150,1195,39,0.008199999999999999,0.6026785714285714,0.0,0.36160714285714285,Medium
CTR01322,SUP0492,0.63,Production,2021-06-13,19,delayed,Garza-Hamilton,33,68,1,132,1451,48,0.03315789473684211,0.5223214285714286,0.25,0.4133928571428571,Medium
CTR01329,SUP0067,3.9,Production,2021-05-13,52,delayed,Williams Group,24,169,2,116,1482,49,0.075,0.45089285714285715,0.5,0.4705357142857143,Medium
CTR01346,SUP0269,0.4,Production,2024-03-29,15,delayed,Ross Ltd,45,57,4,119,431,14,0.02666666666666667,0.4642857142857143,1.0,0.6785714285714286,Medium
CTR01352,SUP0148,1.47,Tech Services,2023-05-11,29,delayed,"Anderson, Garcia and Cowan",18,175,3,35,754,25,0.05068965517241379,0.08928571428571429,0.75,0.3535714285714286,Medium
CTR01363,SUP0445,0.61,Production,2024-07-28,58,delayed,Hamilton-Dougherty,44,47,0,120,310,10,0.010517241379310345,0.46875,0.0,0.28125,Low
CTR01368,SUP0365,1.14,Production,2020-12-24,46,delayed,Moore-Roberts,23,68,1,58,1622,54,0.024782608695652172,0.19196428571428573,0.25,0.21517857142857144,Low
CTR01383,SUP0011,0.04,Sustainment,2023-07-12,26,delayed,Rogers and Sons,28,92,2,150,692,23,0.0015384615384615385,0.6026785714285714,0.5,0.5616071428571429,Medium
CTR01384,SUP0303,4.85,Tech Services,2024-11-08,15,delayed,Soto-Brooks,15,182,2,125,207,6,0.3233333333333333,0.49107142857142855,0.5,0.4946428571428571,Medium
CTR01394,SUP0269,5.31,Production,2020-06-29,51,delayed,Ross Ltd,45,57,4,140,1800,60,0.10411764705882352,0.5580357142857143,1.0,0.7348214285714285,High
CTR01400,SUP0253,0.1,Tech Services,2020-08-01,46,delayed,Davis-Rhodes,41,152,0,197,1767,58,0.002173913043478261,0.8125,0.0,0.4875,Medium
CTR01407,SUP0214,4.5,Production,2025-04-08,51,delayed,"Butler, Henry and Warren",36,174,0,33,56,1,0.08823529411764706,0.08035714285714286,0.0,0.048214285714285716,Low
CTR01421,SUP0231,14.05,Sustainment,2022-09-12,55,delayed,Smith Inc,20,23,3,54,995,33,0.2554545454545455,0.17410714285714285,0.75,0.4044642857142857,Medium
CTR01426,SUP0396,0.46,Production,2022-11-13,52,delayed,"Wallace, Johnson and Page",9,189,0,172,933,31,0.008846153846153847,0.7008928571428571,0.0,0.42053571428571423,Medium
CTR01427,SUP0225,4.65,Tech Services,2023-05-19,47,delayed,"Gates, Jacobson and Robbins",22,11,2,70,746,24,0.09893617021276596,0.24553571428571427,0.5,0.34732142857142856,Medium
CTR01428,SUP0214,0.94,Sustainment,2021-08-25,52,delayed,"Butler, Henry and Warren",36,174,0,95,1378,45,0.018076923076923077,0.35714285714285715,0.0,0.21428571428571427,Low
CTR01432,SUP0377,5.09,Tech Services,2021-02-26,19,delayed,"Randolph, Wiley and Joseph",3,68,3,186,1558,51,0.26789473684210524,0.7633928571428571,0.75,0.7580357142857143,High
CTR01438,SUP0097,0.69,Sustainment,2023-08-26,38,delayed,Kirk Ltd,24,61,1,210,647,21,0.018157894736842106,0.8705357142857143,0.25,0.6223214285714286,Medium
CTR01439,SUP0379,4.05,Production,2021-06-23,20,delayed,Vasquez Inc,18,127,3,84,1441,48,0.20249999999999999,0.3080357142857143,0.75,0.4848214285714286,Medium
CTR01452,SUP0028,9.29,R&D,2025-05-11,36,delayed,"Flores, Walker and Lynch",45,59,4,140,23,0,0.25805555555555554,0.5580357142857143,1.0,0.7348214285714285,High
CTR01458,SUP0365,2.17,Sustainment,2022-04-18,46,delayed,Moore-Roberts,23,68,1,75,1142,38,0.04717391304347826,0.26785714285714285,0.25,0.2607142857142857,Low
CTR01463,SUP0269,3.49,Tech Services,2020-06-08,26,delayed,Ross Ltd,45,57,4,94,1821,60,0.13423076923076924,0.35267857142857145,1.0,0.6116071428571429,Medium
CTR01484,SUP0155,1.96,Production,2021-11-01,11,delayed,Hensley Group,37,189,2,115,1310,43,0.1781818181818182,0.44642857142857145,0.5,0.46785714285714286,Medium
CTR01486,SUP0410,1.09,Tech Services,2021-12-19,45,delayed,Mcintosh Ltd,47,45,1,91,1262,42,0.024222222222222225,0.3392857142857143,0.25,0.3035714285714286,Medium
CTR01490,SUP0258,3.38,Production,2021-04-25,37,delayed,"Baker, Rivera and Green",2,98,3,189,1500,50,0.09135135135135135,0.7767857142857143,0.75,0.7660714285714286,High
CTR01492,SUP0208,1.49,Sustainment,2021-02-22,54,delayed,Camacho LLC,49,99,1,159,1562,52,0.027592592592592592,0.6428571428571429,0.25,0.48571428571428577,Medium
CTR01511,SUP0383,1.29,Tech Services,2021-02-12,17,delayed,Oliver and Sons,16,196,1,233,1572,52,0.07588235294117647,0.9732142857142857,0.25,0.6839285714285713,Medium
CTR01513,SUP0099,11.98,Sustainment,2024-10-15,41,delayed,"Gonzalez, Berry and Woods",35,99,3,194,231,7,0.29219512195121955,0.7991071428571429,0.75,0.7794642857142857,High
CTR01517,SUP0094,1.89,Tech Services,2023-11-26,43,delayed,"Young, Choi and Rivera",26,151,4,36,555,18,0.04395348837209302,0.09375,1.0,0.45625000000000004,Medium
CTR01524,SUP0354,2.74,Tech Services,2022-08-27,38,delayed,Bell-Schultz,21,160,2,97,1011,33,0.07210526315789474,0.36607142857142855,0.5,0.4196428571428571,Medium
CTR01526,SUP0279,2.79,Production,2022-04-18,49,delayed,Andrews-Arnold,39,160,4,181,1142,38,0.056938775510204084,0.7410714285714286,1.0,0.8446428571428573,High
CTR01539,SUP0237,5.41,Sustainment,2023-11-09,18,delayed,"Greene, Miller and Perry",2,17,4,92,572,19,0.3005555555555556,0.34375,1.0,0.60625,Medium
CTR01545,SUP0262,1.45,Tech Services,2020-07-26,28,delayed,"Alexander, Joseph and Villanueva",2,50,0,109,1773,59,0.05178571428571428,0.41964285714285715,0.0,0.2517857142857143,Low
CTR01546,SUP0088,7.2,Production,2023-06-25,29,delayed,Sanchez Group,32,146,2,123,709,23,0.2482758620689655,0.48214285714285715,0.5,0.48928571428571427,Medium
CTR01552,SUP0172,3.77,Production,2021-06-14,39,delayed,Gonzalez Inc,34,113,0,208,1450,48,0.09666666666666666,0.8616071428571429,0.0,0.5169642857142858,Medium
CTR01554,SUP0460,1.03,Production,2021-10-09,27,delayed,Hunt-Garcia,13,22,4,124,1333,44,0.038148148148148146,0.48660714285714285,1.0,0.6919642857142857,Medium
CTR01556,SUP0421,2.87,Production,2023-07-11,55,delayed,Graham Group,7,137,0,66,693,23,0.05218181818181818,0.22767857142857142,0.0,0.13660714285714284,Low
CTR01557,SUP0212,4.86,Sustainment,2020-07-17,47,delayed,"Griffin, Williams and Reynolds",21,47,2,117,1782,59,0.10340425531914894,0.45535714285714285,0.5,0.4732142857142857,Medium
CTR01559,SUP0112,2.81,Tech Services,2021-09-27,59,delayed,Williams Group,36,127,1,115,1345,44,0.047627118644067795,0.44642857142857145,0.25,0.3678571428571429,Medium
CTR01562,SUP0223,1.16,Sustainment,2021-10-03,14,delayed,"Duncan, Smith and Collins",8,20,3,156,1339,44,0.08285714285714285,0.6294642857142857,0.75,0.6776785714285715,Medium
CTR01566,SUP0143,2.1,Tech Services,2023-05-17,30,delayed,Horn LLC,1,134,2,215,748,24,0.07,0.8928571428571429,0.5,0.7357142857142858,High
CTR01567,SUP0182,1.77,Production,2022-12-12,54,delayed,Palmer Ltd,44,159,1,216,904,30,0.03277777777777778,0.8973214285714286,0.25,0.6383928571428571,Medium
CTR01590,SUP0430,0.12,R&D,2023-09-30,12,delayed,Hernandez Inc,7,180,1,60,612,20,0.01,0.20089285714285715,0.25,0.22053571428571428,Low
CTR01616,SUP0066,12.7,R&D,2020-11-26,33,delayed,"Wilcox, Campbell and Davis",8,91,1,42,1650,55,0.38484848484848483,0.12053571428571429,0.25,0.17232142857142857,Low
CTR01618,SUP0391,1.23,R&D,2021-04-14,17,delayed,Beck PLC,25,98,0,141,1511,50,0.07235294117647059,0.5625,0.0,0.33749999999999997,Medium
CTR01623,SUP0029,8.1,Sustainment,2022-01-16,45,delayed,Wilkerson-Glover,16,136,3,73,1234,41,0.18,0.25892857142857145,0.75,0.4553571428571429,Medium
CTR01624,SUP0231,3.69,R&D,2022-07-04,18,delayed,Smith Inc,20,23,3,194,1065,35,0.205,0.7991071428571429,0.75,0.7794642857142857,High
CTR01635,SUP0423,8.25,Production,2021-05-03,22,delayed,"Wright, Cannon and Ali",44,23,3,146,1492,49,0.375,0.5848214285714286,0.75,0.6508928571428572,Medium
CTR01641,SUP0248,4.69,Sustainment,2021-03-06,28,delayed,Santos-Buchanan,26,25,3,91,1550,51,0.1675,0.3392857142857143,0.75,0.5035714285714286,Medium
CTR01644,SUP0067,1.03,Sustainment,2022-08-03,19,delayed,Williams Group,24,169,2,145,1035,34,0.05421052631578947,0.5803571428571429,0.5,0.5482142857142858,Medium
CTR01652,SUP0390,3.73,Tech Services,2024-06-25,11,delayed,Mack-Murillo,22,114,2,111,343,11,0.3390909090909091,0.42857142857142855,0.5,0.45714285714285713,Medium
CTR01653,SUP0215,16.79,R&D,2025-01-12,11,delayed,Hurst-Mitchell,42,85,3,119,142,4,1.5263636363636364,0.4642857142857143,0.75,0.5785714285714286,Medium
CTR01674,SUP0404,1.67,R&D,2022-08-30,53,delayed,Perez Group,42,110,1,16,1008,33,0.03150943396226415,0.004464285714285714,0.25,0.10267857142857144,Low
CTR01678,SUP0446,1.86,R&D,2021-11-17,31,delayed,"Weeks, Ryan and Serrano",2,51,1,90,1294,43,0.060000000000000005,0.33482142857142855,0.25,0.30089285714285713,Medium
CTR01682,SUP0023,1.92,Production,2021-12-15,14,delayed,Brooks and Sons,15,60,1,100,1266,42,0.13714285714285715,0.3794642857142857,0.25,0.3276785714285714,Medium
CTR01685,SUP0430,0.48,R&D,2022-02-03,50,delayed,Hernandez Inc,7,180,1,219,1216,40,0.0096,0.9107142857142857,0.25,0.6464285714285714,Medium
CTR01687,SUP0471,12.61,Tech Services,2023-09-26,21,delayed,Bowen Inc,45,0,0,152,616,20,0.6004761904761905,0.6116071428571429,0.0,0.36696428571428574,Medium
CTR01689,SUP0497,4.21,Sustainment,2023-11-12,22,delayed,Murphy Group,7,35,2,95,569,18,0.19136363636363637,0.35714285714285715,0.5,0.41428571428571426,Medium
CTR01690,SUP0463,6.4,Sustainment,2020-09-19,27,delayed,Briggs-Butler,35,69,2,76,1718,57,0.23703703703703705,0.27232142857142855,0.5,0.36339285714285713,Medium
CTR01725,SUP0430,1.02,Sustainment,2020-11-18,23,delayed,Hernandez Inc,7,180,1,66,1658,55,0.044347826086956525,0.22767857142857142,0.25,0.23660714285714285,Low
CTR01729,SUP0373,2.61,Sustainment,2022-09-16,51,delayed,Vasquez-Hodge,9,172,3,37,991,33,0.05117647058823529,0.09821428571428571,0.75,0.3589285714285715,Medium
CTR01731,SUP0086,7.1,R&D,2023-04-26,40,delayed,Watson-Tanner,7,92,1,44,769,25,0.1775,0.12946428571428573,0.25,0.17767857142857144,Low
CTR01739,SUP0245,0.52,R&D,2020-06-24,45,delayed,Cox LLC,25,116,3,210,1805,60,0.011555555555555557,0.8705357142857143,0.75,0.8223214285714286,High
CTR01746,SUP0464,3.57,Tech Services,2020-05-26,52,delayed,Alvarado and Sons,1,52,1,35,1834,61,0.06865384615384615,0.08928571428571429,0.25,0.15357142857142858,Low
CTR01765,SUP0386,2.1,R&D,2022-07-25,28,delayed,Odom Group,5,190,3,215,1044,34,0.075,0.8928571428571429,0.75,0.8357142857142857,High
CTR01773,SUP0080,6.74,R&D,2020-08-31,50,delayed,Roberts PLC,24,188,3,149,1737,57,0.1348,0.5982142857142857,0.75,0.6589285714285715,Medium
CTR01780,SUP0080,0.86,Tech Services,2024-05-15,26,delayed,Roberts PLC,24,188,3,30,384,12,0.03307692307692307,0.06696428571428571,0.75,0.34017857142857144,Medium
CTR01782,SUP0266,0.16,Sustainment,2020-10-04,23,delayed,"Watkins, Haley and Bishop",40,134,0,37,1703,56,0.006956521739130435,0.09821428571428571,0.0,0.05892857142857143,Low
CTR01785,SUP0168,1.17,R&D,2022-02-04,15,delayed,"Gomez, Anderson and Day",39,50,4,200,1215,40,0.078,0.8258928571428571,1.0,0.8955357142857143,High
CTR01799,SUP0360,3.89,Sustainment,2023-12-14,40,delayed,Cohen Inc,8,98,2,45,537,17,0.09725,0.13392857142857142,0.5,0.28035714285714286,Low
CTR01801,SUP0038,3.93,Sustainment,2023-01-13,47,delayed,"Young, Wilson and Montgomery",44,20,4,135,872,29,0.08361702127659575,0.5357142857142857,1.0,0.7214285714285714,High
